Date,All,ACT,NSW,NRT,QSL,SA,TAS,VIC,WA,Other
2009-04-03,273,0,8,18,36,3,0,0,208,0
2009-04-02,255,0,51,23,30,3,1,25,122,0
2009-04-01,306,0,42,24,80,15,8,44,93,0
2009-04-07,574,1,57,94,24,9,10,9,370,0
2009-04-06,296,0,26,61,39,0,0,1,169,0
2009-04-05,242,0,9,41,23,0,0,0,169,0
2009-04-04,211,0,8,11,18,2,2,0,170,0
2009-04-09,609,0,68,48,13,24,41,84,331,0
2009-04-08,374,0,48,33,18,20,45,9,201,0
2010-01-31,218,0,3,0,0,1,65,2,147,0
2010-01-30,113,0,3,0,10,5,11,2,82,0
2016-06-27,427,0,0,306,21,1,0,3,96,0
2016-06-26,86,0,0,40,18,0,0,0,28,0
2016-06-25,346,0,0,244,13,0,0,3,86,0
2016-06-24,111,0,0,91,18,0,0,0,2,0
2016-06-23,201,0,2,125,19,2,0,0,53,0
2016-06-22,272,0,4,196,13,0,0,1,58,0
2016-06-21,174,0,1,99,19,0,0,0,55,0
2016-06-20,400,0,0,284,23,0,0,0,93,0
2016-06-29,814,0,10,630,60,1,0,6,107,0
2016-06-28,327,0,17,133,124,3,0,0,50,0
2003-12-24,19,0,1,0,16,1,1,0,0,0
2003-12-25,32,0,7,0,25,0,0,0,0,0
2003-12-26,24,0,2,1,15,0,0,2,4,0
2003-12-27,115,0,1,2,26,3,0,0,83,0
2003-12-20,170,0,1,4,148,0,0,0,17,0
2003-12-21,177,0,4,1,147,0,0,0,25,0
2003-12-22,126,0,8,2,107,1,0,0,8,0
2003-12-23,164,0,21,0,132,0,0,4,7,0
2003-12-28,49,0,1,1,12,2,0,1,32,0
2003-12-29,146,0,6,0,69,0,0,1,70,0
2005-12-26,337,0,35,2,65,62,0,0,173,0
2005-12-27,264,0,22,4,112,23,0,11,92,0
2005-12-24,390,0,8,26,144,6,0,0,206,0
2005-12-25,316,0,58,8,125,28,0,0,97,0
2005-12-22,594,0,9,6,451,1,1,9,117,0
2005-12-23,598,0,12,21,389,0,0,0,176,0
2005-12-20,790,0,40,38,648,5,0,3,56,0
2005-12-21,822,0,37,4,694,0,5,4,78,0
2005-12-28,466,0,24,1,166,79,1,1,194,0
2005-12-29,486,0,16,5,204,91,0,15,155,0
2009-08-29,443,0,24,204,182,0,0,2,31,0
2009-08-28,488,3,225,51,195,0,0,1,13,0
2009-08-25,551,0,187,157,155,1,0,0,51,0
2009-08-24,568,0,89,150,279,0,0,6,44,0
2009-08-27,442,0,99,126,156,2,0,1,58,0
2009-08-26,514,0,170,76,229,0,0,0,39,0
2009-08-21,439,0,20,44,275,0,0,0,100,0
2009-08-20,338,0,31,108,93,6,0,7,93,0
2009-08-23,493,0,91,117,226,2,0,0,57,0
2009-08-22,484,0,23,178,203,0,0,1,79,0
2008-02-01,177,0,6,1,130,0,0,0,40,0
2008-02-02,71,0,1,8,23,0,0,2,37,0
2008-02-03,31,0,0,1,7,0,0,0,23,0
2008-02-04,56,0,0,3,18,0,0,0,35,0
2008-02-05,23,0,1,0,18,0,0,0,4,0
2008-02-06,34,0,1,0,1,2,0,0,30,0
2008-02-07,21,0,2,0,6,1,0,0,12,0
2008-02-08,24,0,0,0,14,0,0,0,10,0
2008-02-09,46,0,18,1,11,0,0,3,13,0
2016-04-30,148,0,7,60,3,8,1,16,53,0
2006-11-08,1296,0,1,224,561,0,1,0,509,0
2006-11-09,1838,0,2,576,394,3,14,0,849,0
2006-11-06,1034,0,0,166,462,0,0,0,406,0
2006-11-07,1342,0,4,226,411,1,2,0,698,0
2006-11-04,667,0,2,176,108,7,0,0,374,0
2006-11-05,913,0,0,142,234,0,0,4,533,0
2006-11-02,600,0,7,286,150,0,0,0,157,0
2006-11-03,538,0,0,85,138,1,0,0,314,0
2006-11-01,720,0,11,138,198,0,0,1,372,0
2007-05-15,272,0,55,56,21,7,46,9,78,0
2007-05-14,378,0,83,11,55,6,16,21,186,0
2007-05-17,172,0,9,56,38,7,8,0,54,0
2007-05-16,285,0,19,151,42,8,0,10,55,0
2007-05-11,763,5,68,147,30,28,86,51,348,0
2007-05-10,589,0,46,139,32,3,11,11,347,0
2007-05-13,363,0,7,67,18,9,7,14,241,0
2007-05-12,333,0,43,46,11,8,16,11,198,0
2007-05-19,90,0,14,31,29,2,0,0,14,0
2007-05-18,151,0,5,91,8,6,0,0,41,0
2008-09-27,519,0,60,130,193,9,0,7,120,0
2008-09-26,567,0,48,88,393,9,0,2,27,0
2008-09-25,432,1,26,185,123,20,2,5,70,0
2008-09-24,373,0,6,106,197,1,0,1,62,0
2008-09-23,367,0,4,60,170,0,0,1,132,0
2008-09-22,522,0,8,101,311,0,0,0,102,0
2008-09-21,719,0,43,128,469,0,0,2,77,0
2008-09-20,783,0,27,363,239,1,0,0,153,0
2013-11-22,86,0,0,1,30,1,0,0,54,0
2013-11-23,82,0,1,3,29,6,0,1,42,0
2013-11-20,701,0,20,16,530,0,0,0,135,0
2013-11-21,273,0,11,23,162,3,0,0,74,0
2013-11-26,470,0,36,7,333,37,0,5,52,0
2013-11-27,286,0,36,1,146,45,0,2,56,0
2008-09-29,1071,0,95,354,386,0,0,3,233,0
2008-09-28,551,0,60,100,291,0,0,2,98,0
2004-04-11,126,0,40,46,1,1,0,18,20,0
2004-04-10,165,0,53,28,13,1,0,6,64,0
2004-04-13,407,0,266,24,37,10,0,47,23,0
2004-04-12,305,0,129,14,34,15,1,44,68,0
2004-04-15,370,0,65,14,37,0,6,2,246,0
2004-04-14,564,1,86,63,39,4,2,92,277,0
2004-04-17,308,0,39,52,18,4,2,0,193,0
2004-04-16,521,0,77,40,27,6,11,11,349,0
2004-04-19,577,0,56,88,36,113,53,78,153,0
2004-04-18,277,0,87,96,5,1,8,17,63,0
2001-11-29,999,0,7,359,103,4,0,0,526,0
2001-11-28,828,0,22,185,361,2,0,0,258,0
2001-04-09,210,0,13,69,29,6,2,13,78,0
2001-11-23,1300,0,21,152,643,0,0,0,484,0
2001-11-22,1633,0,6,822,451,3,0,0,351,0
2001-11-21,2285,0,21,182,1670,5,1,0,406,0
2001-11-20,949,0,9,277,326,0,0,1,336,0
2001-11-27,688,0,0,248,32,4,0,0,404,0
2001-11-26,766,0,4,337,53,3,0,0,369,0
2001-11-25,632,0,11,126,54,0,0,2,439,0
2001-11-24,968,0,2,498,264,1,0,0,203,0
2010-07-22,570,0,8,429,25,1,4,0,103,0
2010-07-23,268,0,9,101,111,1,0,0,46,0
2010-07-20,513,0,5,404,30,3,0,0,71,0
2010-07-21,248,0,14,144,55,1,0,0,34,0
2010-07-26,546,0,17,367,24,1,2,1,134,0
2010-07-27,218,0,7,104,30,2,0,0,75,0
2010-07-24,482,0,6,309,30,1,0,0,136,0
2010-07-25,385,0,6,213,45,0,1,0,120,0
2010-07-28,265,0,1,152,70,0,0,0,42,0
2010-07-29,588,0,1,550,3,1,0,0,33,0
2000-11-26,535,0,7,115,35,8,6,1,363,0
2000-11-27,1122,0,3,16,95,0,9,1,998,0
2000-11-24,652,2,1,50,18,2,3,0,576,0
2000-11-25,451,0,1,40,25,1,2,2,380,0
2000-11-22,441,0,1,28,69,0,8,0,335,0
2000-11-23,719,0,0,39,111,2,2,0,565,0
2000-11-20,597,0,0,13,45,0,2,0,537,0
2000-11-21,401,0,0,26,70,0,0,0,305,0
2000-11-28,404,0,14,27,17,0,2,2,342,0
2000-11-29,911,0,2,25,206,2,1,1,674,0
2013-07-30,520,0,9,332,99,1,0,4,75,0
2013-07-31,387,0,13,40,180,1,0,0,153,0
2008-10-09,1032,0,11,85,346,6,9,9,566,0
2008-10-08,950,0,19,150,604,3,0,2,172,0
2008-10-03,527,0,41,68,258,1,0,0,159,0
2008-10-02,533,0,29,153,141,12,1,3,194,0
2008-10-01,856,0,43,203,424,0,0,5,181,0
2008-10-07,684,0,45,26,541,0,2,0,70,0
2008-10-06,584,0,1,105,178,3,0,4,293,0
2008-10-05,413,0,21,13,264,3,0,0,112,0
2008-10-04,473,0,9,122,98,3,3,0,238,0
2001-07-31,825,0,4,645,47,2,0,0,127,0
2001-07-30,472,0,0,228,124,6,0,0,114,0
2011-04-13,453,0,37,227,36,5,0,4,144,0
2011-04-12,331,0,18,242,45,5,0,1,20,0
2011-04-11,295,0,1,181,56,5,0,5,47,0
2011-04-10,221,0,13,160,38,0,0,0,10,0
2011-04-17,756,0,186,294,43,14,6,196,17,0
2011-04-16,595,0,62,274,19,72,3,64,101,0
2011-04-15,636,0,133,219,14,68,3,21,178,0
2011-04-14,448,0,43,207,30,16,0,14,138,0
2011-04-19,446,0,68,192,21,36,8,11,110,0
2011-04-18,1007,0,296,270,42,143,0,143,113,0
2005-04-25,337,0,30,61,50,0,6,17,173,0
2005-04-24,548,0,35,175,42,0,0,1,295,0
2005-04-27,570,4,182,62,46,59,34,94,89,0
2005-04-26,941,7,127,104,52,91,47,110,403,0
2005-04-21,1019,4,158,141,30,141,119,193,233,0
2005-04-20,765,2,153,61,72,78,44,36,319,0
2005-04-23,558,0,33,245,24,16,3,56,181,0
2017-09-19,1551,0,64,334,132,0,1,0,1020,0
2017-09-16,1253,0,27,507,216,2,2,0,499,0
2017-09-17,1697,1,39,736,296,0,0,0,625,0
2017-09-14,1206,0,71,304,370,0,0,0,461,0
2017-09-15,1187,0,45,456,207,1,0,0,478,0
2005-04-29,477,0,21,199,37,12,1,9,198,0
2017-09-13,1286,0,45,404,195,0,2,2,638,0
2017-09-10,1069,0,56,356,261,1,0,2,393,0
2017-09-11,1084,0,76,430,105,0,0,8,465,0
2013-08-08,770,0,22,372,227,2,0,0,147,0
2013-08-09,710,0,37,175,267,58,0,0,172,1
2013-08-06,708,0,18,455,99,0,0,1,135,0
2013-08-07,740,0,44,161,440,1,0,0,94,0
2013-08-04,801,0,5,475,63,0,0,0,258,0
2013-08-05,592,0,36,250,172,2,0,2,130,0
2013-08-02,506,0,18,254,62,0,0,0,172,0
2013-08-03,594,0,12,367,81,0,0,0,134,0
2013-08-01,732,0,12,499,56,3,0,5,157,0
2006-12-21,1148,0,9,42,513,0,0,422,162,0
2015-06-30,339,0,0,256,13,0,0,0,70,0
2001-03-31,169,0,18,78,8,3,14,28,20,0
2001-03-30,197,0,42,44,20,3,17,17,54,0
2004-11-04,2260,0,8,502,605,0,0,0,1145,0
2004-11-05,3241,0,1,1681,250,0,0,0,1309,0
2004-11-06,2615,0,10,501,267,1,0,0,1836,0
2004-11-07,1467,0,3,464,310,1,0,0,689,0
2004-11-01,2535,0,30,700,380,2,2,0,1421,0
2004-11-02,2400,0,12,577,1124,3,0,0,684,0
2004-11-03,2671,0,34,1086,482,3,2,0,1064,0
2004-11-08,1145,9,4,213,307,2,0,1,609,0
2004-11-09,1647,5,9,686,587,8,0,1,351,0
2007-09-30,3058,0,121,1856,189,1,0,0,891,0
2006-07-20,602,0,7,516,44,0,0,1,34,0
2012-10-18,2715,0,55,505,1151,50,11,10,933,0
2012-10-11,2013,0,5,517,196,94,1,0,1200,0
2012-10-10,2362,0,25,1038,422,8,1,1,867,0
2012-10-13,2395,0,10,1074,349,11,0,0,951,0
2012-10-12,2944,0,9,1611,361,40,0,0,923,0
2012-10-15,2752,0,19,889,603,12,5,1,1223,0
2012-10-14,2911,0,9,1029,806,7,1,1,1058,0
2012-10-17,2233,0,89,716,614,24,0,5,785,0
2012-10-16,2399,0,62,472,990,24,1,0,850,0
2017-10-30,1646,0,21,625,195,1,1,0,803,0
2017-10-31,2857,0,31,1417,273,1,3,0,1132,0
2002-06-08,95,0,1,40,25,3,0,0,26,0
2002-06-09,483,0,6,335,9,0,0,0,133,0
2002-06-02,681,0,0,523,7,0,0,0,151,0
2002-06-03,344,0,35,117,47,8,0,2,135,0
2002-06-01,229,0,14,28,67,0,1,6,113,0
2002-06-06,153,0,3,62,62,0,0,2,24,0
2002-06-07,227,0,7,137,5,0,4,0,74,0
2002-06-04,402,0,2,288,46,3,0,0,63,0
2002-06-05,333,0,26,151,41,0,7,2,106,0
2013-04-28,938,0,79,98,60,2,1,10,688,0
2008-07-28,486,0,3,212,55,2,0,0,214,0
2006-07-24,212,0,0,108,50,0,1,2,51,0
2013-04-24,541,1,76,77,84,7,0,9,287,0
2008-07-24,245,0,3,128,19,0,0,0,95,0
2008-07-27,420,0,1,219,90,0,0,0,110,0
2006-12-28,259,0,2,3,63,0,2,30,159,0
2008-07-26,304,0,4,175,50,0,0,0,75,0
2008-07-21,356,0,9,165,8,1,0,0,173,0
2008-07-20,261,0,2,126,28,0,0,0,105,0
2013-04-22,259,0,42,36,72,0,1,1,107,0
2008-07-22,272,0,39,136,0,1,0,2,94,0
2002-01-29,429,0,12,152,147,14,0,0,104,0
2002-01-28,249,0,8,32,79,2,0,1,127,0
2002-01-25,636,0,1,420,140,2,0,0,73,0
2002-01-24,595,0,2,229,129,7,0,0,228,0
2002-01-27,429,0,7,269,81,6,0,0,66,0
2002-01-26,486,0,35,226,107,7,0,2,109,0
2002-01-21,269,0,11,23,81,4,0,0,150,0
2002-01-20,170,0,6,21,29,5,0,0,109,0
2002-01-23,363,0,3,209,53,7,0,0,91,0
2002-01-22,213,0,1,76,57,2,0,0,77,0
2003-10-26,1050,0,17,311,349,1,9,0,363,0
2003-10-27,1467,0,14,625,510,23,9,6,280,0
2003-10-24,1207,0,23,287,355,1,0,0,541,0
2003-10-25,1519,0,13,830,292,0,0,0,384,0
2003-10-22,1153,0,25,151,554,2,0,0,421,0
2003-10-23,1249,0,23,334,311,0,0,0,581,0
2003-10-20,641,0,9,89,185,0,0,0,358,0
2003-10-21,884,0,46,124,262,0,0,0,452,0
2003-10-28,1373,0,28,734,198,0,1,1,411,0
2003-10-29,1770,0,38,650,827,0,0,0,255,0
2016-12-31,88,0,14,0,36,0,0,0,38,0
2016-12-30,173,0,24,0,102,0,0,0,47,0
2011-11-29,1284,0,10,89,760,29,0,0,396,0
2002-02-06,81,0,16,27,32,0,1,1,4,0
2002-02-07,118,0,6,48,48,0,0,0,16,0
2002-02-04,123,0,14,14,49,0,0,0,46,0
2002-02-05,86,0,1,37,18,1,0,0,29,0
2002-02-02,243,0,28,29,56,2,0,0,128,0
2002-02-03,386,0,5,134,33,0,0,0,214,0
2002-02-01,481,0,18,219,43,0,3,0,198,0
2002-02-08,113,0,19,55,37,0,0,0,2,0
2002-02-09,129,0,10,17,96,0,0,0,6,0
2005-12-08,328,0,19,20,173,15,0,0,101,0
2005-12-09,564,0,37,0,457,11,0,2,57,0
2005-12-01,266,0,15,36,89,5,6,3,112,0
2005-12-02,267,0,1,8,95,1,3,0,159,0
2005-12-03,346,0,9,22,143,0,0,0,172,0
2005-12-04,465,0,14,7,260,13,0,0,171,0
2005-12-05,478,0,28,8,359,6,2,1,74,0
2005-12-06,388,0,26,13,243,38,0,0,68,0
2005-12-07,473,0,18,5,301,26,0,0,123,0
2009-03-28,251,0,69,25,22,2,3,31,99,0
2011-11-21,986,0,9,2,781,2,0,1,191,0
2012-06-12,535,0,11,247,90,4,0,7,176,0
2012-06-13,557,0,42,226,91,0,0,3,195,0
2012-06-10,533,0,9,238,78,8,0,0,200,0
2012-06-11,786,0,22,426,157,10,0,14,157,0
2012-06-16,1058,0,4,530,176,1,0,2,345,0
2012-06-17,826,0,1,286,206,1,0,1,331,0
2012-06-14,783,0,6,477,128,2,0,0,170,0
2012-06-15,990,0,24,333,424,1,0,2,206,0
2012-06-18,1457,0,6,823,189,0,0,0,439,0
2012-06-19,869,0,6,383,219,5,0,4,252,0
2009-08-07,604,0,43,247,133,1,0,1,179,0
2009-08-06,780,0,31,488,98,0,0,1,162,0
2009-08-05,540,0,58,165,153,2,0,0,162,0
2009-08-04,836,0,27,588,56,0,0,2,163,0
2009-08-03,502,0,62,186,107,0,0,0,147,0
2009-08-02,877,0,13,481,114,1,0,0,268,0
2009-08-01,650,0,40,351,124,0,0,0,135,0
2009-08-09,499,0,30,235,69,0,0,2,163,0
2009-08-08,495,0,61,184,115,0,0,1,134,0
2006-01-29,46,0,9,0,35,0,0,0,2,0
2006-01-28,43,0,7,0,22,0,1,0,13,0
2010-11-29,142,0,0,6,15,0,4,1,116,0
2010-11-28,124,0,0,1,16,0,0,0,107,0
2010-11-25,434,0,1,23,171,0,0,0,239,0
2006-01-20,212,0,3,0,26,101,5,65,12,0
2010-11-27,359,0,5,30,15,0,0,0,309,0
2010-11-26,442,0,0,36,153,1,0,0,252,0
2010-11-21,499,0,6,51,87,3,1,1,350,0
2010-11-20,529,0,3,151,40,3,5,9,318,0
2010-11-23,517,0,10,29,119,0,10,2,347,0
2010-11-22,598,0,1,94,80,1,11,11,400,0
2016-04-18,432,0,52,25,11,18,2,18,306,0
2016-04-19,665,0,93,71,5,30,63,123,280,0
2016-04-14,688,1,221,65,10,27,1,73,290,0
2016-04-15,804,0,71,119,30,62,3,115,404,0
2016-04-16,310,0,33,26,18,1,1,12,219,0
2016-04-17,413,0,30,6,14,3,2,6,352,0
2016-04-10,531,3,97,84,96,0,7,37,207,0
2016-04-11,567,1,119,77,25,13,0,42,290,0
2016-04-12,815,0,425,57,31,43,11,104,144,0
2016-04-13,1263,1,212,105,21,53,3,36,832,0
2010-12-06,158,0,3,72,34,0,2,0,47,0
2010-12-07,124,0,4,23,63,0,0,0,34,0
2010-12-04,140,0,0,53,40,0,1,4,42,0
2010-12-05,120,0,5,23,61,1,0,0,30,0
2010-12-02,160,0,0,52,44,0,0,0,64,0
2010-12-03,243,0,1,97,77,0,0,2,66,0
2010-12-01,142,0,0,66,44,0,0,0,32,0
2010-12-08,163,0,1,93,21,1,0,0,47,0
2010-12-09,163,0,5,59,66,0,0,1,32,0
2006-11-20,3750,0,114,649,1064,123,2,39,1759,0
2006-05-24,530,0,149,193,30,3,16,36,103,0
2006-11-22,3245,0,339,492,1159,70,0,6,1179,0
2006-11-23,2850,0,105,385,691,215,11,3,1440,0
2006-11-24,3159,0,60,313,1302,199,6,3,1276,0
2006-05-20,365,0,47,41,28,8,0,8,233,0
2006-05-23,267,0,145,7,27,0,11,2,75,0
2006-11-27,2706,0,21,767,540,7,28,3,1340,0
2006-11-28,2508,0,98,502,723,119,30,2,1034,0
2006-11-29,3950,0,1186,423,1136,122,40,2,1041,0
2006-05-29,675,0,97,300,78,1,8,11,180,0
2006-05-28,439,0,55,227,20,0,1,6,130,0
2007-05-31,394,0,10,275,26,0,0,0,83,0
2007-05-30,337,0,26,68,33,3,3,0,204,0
2015-03-18,346,0,109,116,33,52,0,1,35,0
2015-03-19,279,0,61,94,53,24,0,0,47,0
2012-11-03,3399,0,57,358,1416,143,0,0,1425,0
2015-03-12,470,0,65,142,23,33,0,29,178,0
2015-03-13,258,2,62,74,19,29,4,48,20,0
2015-03-10,369,0,88,51,34,23,0,44,129,0
2015-03-11,595,0,193,145,1,13,0,113,130,0
2015-03-16,290,0,52,112,42,6,12,10,56,0
2015-03-17,282,0,8,142,63,0,0,0,69,0
2015-03-14,274,0,43,139,51,0,0,18,23,0
2015-03-15,169,4,15,56,37,6,1,23,27,0
2013-11-08,1321,0,157,102,236,4,0,6,816,0
2013-11-09,1127,0,130,101,420,17,0,7,452,0
2013-11-04,1270,0,111,111,486,6,5,3,548,0
2013-11-05,965,0,34,193,185,7,21,28,497,0
2013-11-06,1770,0,139,199,254,4,4,6,1164,0
2013-11-07,1762,0,93,289,366,0,0,0,1014,0
2013-11-01,712,0,35,221,114,5,3,13,321,0
2013-11-02,838,0,154,168,153,2,6,0,355,0
2013-11-03,1167,0,147,184,177,0,3,1,655,0
2015-10-05,1029,0,23,340,381,2,35,7,241,0
2015-10-04,913,0,31,302,300,0,18,1,261,0
2015-10-07,641,0,56,120,316,0,9,21,119,0
2015-10-06,725,0,67,120,235,0,18,14,271,0
2015-10-01,1717,0,34,607,205,1,3,15,852,0
2015-10-03,1597,0,25,757,210,2,36,2,565,0
2015-10-02,2011,0,51,477,722,1,0,10,750,0
2012-11-09,1993,0,4,124,134,77,0,7,1647,0
2015-10-09,524,0,41,78,262,1,3,2,137,0
2015-10-08,522,0,22,133,116,1,19,18,213,0
2012-11-08,2965,1,6,174,1055,48,3,1,1677,0
2002-05-08,640,0,35,396,25,0,0,2,182,0
2011-12-29,543,0,2,145,60,3,0,1,332,0
2011-12-28,645,0,2,161,30,7,2,2,441,0
2011-12-25,999,1,3,262,193,31,0,0,509,0
2011-12-24,1008,0,1,260,407,72,0,0,268,0
2011-12-27,643,0,1,96,42,14,9,0,481,0
2011-12-26,876,0,0,307,198,18,0,2,351,0
2011-12-21,1027,0,5,24,646,5,2,0,345,0
2011-12-20,383,0,0,32,219,7,0,2,123,0
2011-12-23,1012,0,7,317,342,47,0,0,299,0
2011-12-22,630,0,1,216,203,28,0,2,180,0
2003-06-29,309,0,0,159,42,0,0,0,108,0
2003-06-28,228,0,10,108,52,1,0,0,57,0
2003-06-21,479,0,3,260,123,0,0,0,93,0
2003-06-20,323,0,7,127,18,0,1,0,170,0
2003-06-23,196,0,35,73,33,0,2,0,53,0
2003-06-22,522,0,7,331,20,0,0,0,164,0
2003-06-25,253,0,7,104,53,1,0,0,88,0
2003-06-24,418,0,2,228,13,0,5,0,170,0
2003-06-27,264,0,1,86,93,0,0,0,84,0
2003-06-26,525,0,25,254,78,0,2,3,163,0
2010-07-04,567,0,11,468,7,1,0,0,80,0
2010-07-05,53,0,5,0,37,0,3,1,7,0
2010-07-06,51,0,0,22,11,5,0,0,13,0
2010-07-07,100,0,3,50,35,1,0,0,11,0
2010-07-01,500,0,4,438,38,0,0,0,20,0
2010-07-02,375,0,0,318,19,0,0,0,38,0
2010-07-03,553,0,3,505,24,0,0,0,21,0
2010-07-08,191,0,5,168,12,0,0,1,5,0
2010-07-09,156,0,5,113,22,0,0,0,16,0
2000-11-08,876,0,11,216,34,6,4,1,604,0
2000-11-09,337,0,1,70,114,3,0,0,149,0
2000-11-01,596,0,9,52,210,2,3,0,320,0
2000-11-02,1188,0,1,46,918,6,0,0,217,0
2000-11-03,832,0,4,185,316,2,1,0,324,0
2000-11-04,1393,0,2,75,1010,1,0,0,305,0
2000-11-05,260,0,0,97,15,1,0,0,147,0
2000-11-06,610,0,4,106,105,7,1,2,385,0
2000-11-07,352,0,4,99,80,31,0,2,136,0
2013-07-14,463,0,1,398,6,0,0,0,58,0
2013-07-15,202,0,0,118,28,1,0,0,55,0
2013-07-16,382,0,2,330,23,0,1,0,26,0
2013-07-17,235,0,14,137,44,0,0,0,40,0
2013-07-10,446,0,7,300,24,11,0,1,103,0
2013-07-11,345,0,19,220,21,1,0,1,83,0
2013-07-12,440,0,20,263,15,0,0,3,139,0
2013-07-13,129,0,14,69,28,0,0,0,18,0
2004-04-30,752,0,25,283,34,5,1,2,402,0
2013-07-18,203,0,8,131,37,0,0,1,26,0
2013-07-19,288,0,2,161,25,0,0,0,100,0
2014-01-06,517,0,116,70,231,6,0,2,92,0
2001-10-07,889,0,11,365,398,0,0,0,115,0
2001-10-04,1103,0,12,85,686,1,0,0,319,0
2016-08-30,142,0,3,54,70,0,1,0,14,0
2016-08-31,162,0,0,28,125,0,0,0,9,0
2014-01-05,526,0,85,17,312,1,0,2,109,0
2001-10-02,1015,0,1,187,625,0,0,0,202,0
2014-01-03,524,0,60,6,429,7,0,1,21,0
2012-01-28,281,0,0,65,0,12,1,1,202,0
2012-01-29,193,0,0,66,10,14,0,0,103,0
2012-01-26,132,0,3,14,4,16,0,0,95,0
2012-01-27,273,0,0,28,0,6,0,0,239,0
2012-01-24,346,0,2,65,64,37,0,2,176,0
2012-01-25,231,0,0,32,81,13,0,0,105,0
2012-01-22,723,0,21,78,108,58,3,3,452,0
2012-01-23,536,0,15,90,285,27,1,0,118,0
2012-01-20,302,0,10,63,86,3,2,1,137,0
2012-01-21,366,0,4,98,33,4,0,2,225,0
2001-10-08,1072,0,90,85,615,0,2,0,280,0
2001-10-09,1322,0,8,185,1098,1,0,1,29,0
2005-04-09,121,0,49,1,9,5,0,27,30,0
2005-04-08,174,0,34,18,17,42,0,15,48,0
2005-04-07,372,1,73,18,26,17,1,27,209,0
2005-04-06,555,8,93,8,39,88,2,40,277,0
2005-04-05,733,3,105,22,33,64,18,154,334,0
2005-04-04,201,1,29,27,55,19,4,13,53,0
2005-04-03,139,2,38,32,19,1,0,15,32,0
2005-04-02,194,12,74,10,27,0,13,55,3,0
2005-04-01,367,2,184,23,31,3,11,104,9,0
2017-09-30,1617,0,6,44,229,2,0,0,1336,0
2014-10-28,2489,0,87,848,420,54,0,0,1080,0
2014-10-29,1484,0,99,481,624,14,0,2,264,0
2014-10-26,1375,0,26,466,333,5,0,0,545,0
2014-10-27,1974,0,20,695,516,53,0,1,689,0
2014-10-24,1864,0,2,368,919,9,1,2,563,0
2014-10-25,1990,0,8,658,382,5,0,5,932,0
2014-10-22,1721,0,18,399,544,2,10,5,743,0
2014-10-23,1556,0,6,760,329,0,20,11,430,0
2014-10-20,1927,0,13,478,716,0,10,7,703,0
2014-10-21,2226,0,16,713,292,19,10,31,1145,0
2013-08-20,675,0,45,229,190,0,0,0,211,0
2013-08-21,492,0,56,82,205,2,0,0,147,0
2013-08-22,590,0,22,183,93,1,0,0,291,0
2013-08-23,637,0,107,101,178,0,0,0,251,0
2013-08-24,649,0,70,386,91,0,0,0,102,0
2013-08-25,493,0,91,125,186,0,0,0,91,0
2013-08-26,521,0,85,247,119,0,0,0,70,0
2013-08-27,438,0,72,154,122,1,0,0,89,0
2013-08-28,510,0,138,169,125,1,1,15,61,0
2013-08-29,437,0,32,210,106,3,0,0,86,0
2015-04-30,1305,0,77,294,79,48,9,96,702,0
2011-09-30,5169,0,11,2833,1356,403,0,0,566,0
2012-10-31,3022,0,95,833,516,101,0,0,1477,0
2012-10-30,2157,0,6,802,322,25,26,18,958,0
2017-10-14,538,0,8,124,212,0,1,0,193,0
2017-10-15,502,0,4,194,65,2,9,3,225,0
2017-10-16,1053,0,32,173,33,0,11,2,802,0
2017-10-17,769,0,24,332,18,4,42,6,343,0
2017-10-10,594,0,15,147,312,0,1,7,112,0
2017-10-11,519,0,4,105,202,0,0,0,208,0
2017-10-12,561,0,4,130,253,0,0,0,174,0
2017-10-13,498,0,7,179,125,3,0,0,184,0
2017-10-18,788,0,24,193,45,9,31,4,482,0
2017-10-19,536,0,15,110,46,1,5,0,359,0
2014-06-21,346,0,10,139,83,0,0,0,114,0
2014-06-20,454,0,2,254,16,2,1,0,179,0
2014-06-23,514,0,5,262,146,1,0,0,100,0
2014-06-22,737,0,5,500,114,0,0,1,117,0
2014-06-25,628,0,29,286,106,2,0,2,203,0
2014-06-24,1032,0,13,765,66,0,0,0,188,0
2014-06-27,672,0,15,367,51,0,0,0,239,0
2014-06-26,892,0,28,584,128,1,0,2,149,0
2014-06-29,703,0,1,403,43,0,0,0,256,0
2014-06-28,363,0,9,160,52,2,0,0,140,0
2002-06-28,313,0,43,113,56,0,0,0,101,0
2002-06-29,194,0,0,141,17,0,0,0,36,0
2002-06-24,138,0,14,35,38,7,0,1,43,0
2002-06-25,318,0,13,196,16,1,0,0,92,0
2002-06-26,232,0,28,73,58,1,1,0,71,0
2002-06-27,232,0,0,161,1,0,0,0,70,0
2002-06-20,256,0,0,156,39,2,1,0,58,0
2002-06-21,233,0,12,145,29,0,0,1,46,0
2002-06-22,169,0,5,114,28,2,0,0,20,0
2002-06-23,285,0,9,163,14,0,2,0,97,0
2011-02-26,110,0,36,1,37,2,0,30,4,0
2000-12-18,149,0,4,3,13,3,0,1,125,0
2000-12-19,203,0,21,2,72,0,3,4,101,0
2000-12-16,82,0,0,0,0,0,2,0,80,0
2000-12-17,106,1,9,7,9,0,5,0,75,0
2012-08-30,1695,0,50,861,317,0,1,0,466,0
2012-08-31,1027,0,53,390,301,0,0,0,283,0
